punto_clave_id,posicion_x,posicion_y,tamaño,angulo,respuesta,octava
95,281.0,609.0,31.0,228.99270629882812,0.0007289258646778762,0
96,288.0,541.0,31.0,165.373779296875,0.0007752357050776482,0
97,517.0,391.0,31.0,281.9278564453125,0.0007569201989099383,0
98,348.0,396.0,31.0,129.90879821777344,0.0007005538791418076,0
99,513.0,361.0,31.0,283.3906555175781,0.0007457833271473646,0
100,373.0,382.0,31.0,89.02825164794922,0.0007214287179522216,0
101,402.0,365.0,31.0,109.75978088378906,0.0007168830488808453,0
102,454.0,377.0,31.0,63.0379638671875,0.0007830625399947166,0
103,238.0,595.0,31.0,254.79705810546875,0.000714327092282474,0
104,385.0,395.0,31.0,110.53627014160156,0.0007682733121328056,0
105,243.0,608.0,31.0,312.1839904785156,0.0008400912047363818,0
106,537.0,366.0,31.0,263.0138854980469,0.0008384030079469085,0
107,341.0,419.0,31.0,138.46034240722656,0.0007851170375943184,0
108,336.0,358.0,31.0,235.74632263183594,0.0006998942117206752,0
109,376.0,363.0,31.0,47.991207122802734,0.000699870812240988,0
110,436.8000183105469,391.20001220703125,37.20000076293945,269.56683349609375,0.0009351010667160153,1
111,393.6000061035156,724.800048828125,37.20000076293945,291.5677185058594,0.000989725929684937,1
112,484.8000183105469,409.20001220703125,37.20000076293945,40.461219787597656,0.0007454645237885416,1
113,386.4000244140625,723.6000366210938,37.20000076293945,298.5351867675781,0.0008585535106249154,1
114,442.8000183105469,433.20001220703125,37.20000076293945,86.39389038085938,0.0009695435292087495,1
115,402.0000305175781,373.20001220703125,37.20000076293945,273.6252136230469,0.0008941401611082256,1
116,451.20001220703125,396.0000305175781,37.20000076293945,71.3528823852539,0.0007652162457816303,1
117,368.4000244140625,406.8000183105469,37.20000076293945,87.57695770263672,0.0008226773934438825,1
118,422.4000244140625,729.6000366210938,37.20000076293945,253.177734375,0.0014319317415356636,1
119,460.8000183105469,410.4000244140625,37.20000076293945,50.02521514892578,0.000837706436868757,1
120,327.6000061035156,392.4000244140625,37.20000076293945,165.96221923828125,0.0010590123711153865,1
121,532.800048828125,426.0000305175781,37.20000076293945,64.80891418457031,0.0007719945861026645,1
122,430.8000183105469,349.20001220703125,37.20000076293945,290.40899658203125,0.0007381074829027057,1
123,326.4000244140625,394.8000183105469,37.20000076293945,152.20257568359375,0.0013811461394652724,1
124,440.4000244140625,434.4000244140625,37.20000076293945,86.19242858886719,0.0019143419340252876,1
125,462.0000305175781,405.6000061035156,37.20000076293945,103.80345153808594,0.000782271905336529,1
126,475.20001220703125,396.0000305175781,37.20000076293945,101.92383575439453,0.0010163952829316258,1
127,505.20001220703125,406.8000183105469,37.20000076293945,0.8241947293281555,0.0007997218635864556,1
128,373.20001220703125,388.8000183105469,37.20000076293945,274.2298889160156,0.000996670569293201,1
129,444.0000305175781,363.6000061035156,37.20000076293945,356.3338928222656,0.0009532147669233382,1
130,397.20001220703125,394.8000183105469,37.20000076293945,277.94061279296875,0.0010154616320505738,1
131,517.2000122070312,375.6000061035156,37.20000076293945,279.7523498535156,0.0011697644367814064,1
132,344.4000244140625,402.0000305175781,37.20000076293945,147.40054321289062,0.0018331679748371243,1
133,476.4000244140625,376.8000183105469,37.20000076293945,291.9342956542969,0.0008646163041703403,1
134,346.8000183105469,397.20001220703125,37.20000076293945,146.50762939453125,0.0009427041513845325,1
135,396.0000305175781,501.6000061035156,37.20000076293945,119.50579833984375,0.0011961625423282385,1
136,236.40000915527344,604.800048828125,37.20000076293945,179.4980926513672,0.0007442630594596267,1
137,370.8000183105469,402.0000305175781,37.20000076293945,99.9071044921875,0.0015777479857206345,1
138,448.8000183105469,402.0000305175781,37.20000076293945,341.6432189941406,0.0010532364249229431,1
139,386.4000244140625,381.6000061035156,37.20000076293945,250.70465087890625,0.0008960127597674727,1
140,451.20001220703125,381.6000061035156,37.20000076293945,320.89227294921875,0.0011560155544430017,1
141,474.0000305175781,400.8000183105469,37.20000076293945,327.5276794433594,0.0010905181989073753,1
142,410.4000244140625,400.8000183105469,37.20000076293945,81.40913391113281,0.0008687873487360775,1
143,384.0,400.8000183105469,37.20000076293945,40.09701919555664,0.0009655813919380307,1
144,410.4000244140625,405.6000061035156,37.20000076293945,32.228031158447266,0.0020654071122407913,1
145,426.0000305175781,378.0,37.20000076293945,306.7055969238281,0.0010361919412389398,1
146,415.20001220703125,364.8000183105469,37.20000076293945,284.0892333984375,0.0009475218830630183,1
147,412.8000183105469,386.4000244140625,37.20000076293945,297.9136962890625,0.0007672718493267894,1
148,435.6000061035156,405.6000061035156,37.20000076293945,104.87852478027344,0.0013659484684467316,1
149,514.800048828125,409.20001220703125,37.20000076293945,186.69863891601562,0.0011454912601038814,1
150,358.8000183105469,396.0000305175781,37.20000076293945,171.74407958984375,0.0011087593156844378,1
151,441.6000061035156,362.4000244140625,37.20000076293945,8.11474609375,0.0012697266647592187,1
152,321.6000061035156,410.4000244140625,37.20000076293945,123.2597427368164,0.0011123758740723133,1
153,434.4000244140625,410.4000244140625,37.20000076293945,29.50734519958496,0.001840141019783914,1
154,414.0000305175781,379.20001220703125,37.20000076293945,94.4849853515625,0.0007064848323352635,1
155,494.4000244140625,416.4000244140625,37.20000076293945,61.948028564453125,0.0013722917065024376,1
156,363.6000061035156,375.6000061035156,37.20000076293945,238.82546997070312,0.0007431535632349551,1
157,438.0000305175781,385.20001220703125,37.20000076293945,76.02098083496094,0.0009524566703476012,1
158,476.4000244140625,382.8000183105469,37.20000076293945,299.80084228515625,0.0009058507857844234,1
159,495.6000061035156,412.8000183105469,37.20000076293945,94.47103118896484,0.0021660332567989826,1
160,514.800048828125,412.8000183105469,37.20000076293945,324.853759765625,0.0014502054546028376,1
161,375.6000061035156,368.4000244140625,37.20000076293945,240.92120361328125,0.0008062100969254971,1
162,441.6000061035156,368.4000244140625,37.20000076293945,331.3040771484375,0.00215534889139235,1
163,415.20001220703125,728.4000244140625,37.20000076293945,253.25238037109375,0.0011844844557344913,1
164,423.6000061035156,399.6000061035156,37.20000076293945,274.9707336425781,0.0007816802826710045,1
165,524.4000244140625,420.0000305175781,37.20000076293945,67.32835388183594,0.0010274758096784353,1
166,400.8000183105469,726.0,37.20000076293945,282.1378173828125,0.0009906089399009943,1
167,337.20001220703125,391.20001220703125,37.20000076293945,164.02813720703125,0.0009848257759585977,1
168,288.0,540.0,37.20000076293945,167.212158203125,0.0007041684584692121,1
169,496.8000183105469,392.4000244140625,37.20000076293945,275.57794189453125,0.0006246963748708367,1
170,464.4000244140625,392.4000244140625,37.20000076293945,321.31719970703125,0.0006481017335318029,1
171,420.0000305175781,416.4000244140625,37.20000076293945,76.20957946777344,0.0006133996648713946,1
172,350.4000244140625,384.0,37.20000076293945,240.5640869140625,0.0006765936268493533,1
173,408.0000305175781,727.2000122070312,37.20000076293945,274.05853271484375,0.0006598272593691945,1
174,361.20001220703125,390.0000305175781,37.20000076293945,154.65023803710938,0.0006888299249112606,1
175,532.800048828125,429.6000061035156,37.20000076293945,66.58901977539062,0.0006555962027050555,1
176,279.6000061035156,571.2000122070312,37.20000076293945,235.50509643554688,0.0006076651625335217,1
177,224.40000915527344,627.6000366210938,37.20000076293945,147.50717163085938,0.000651520153041929,1
178,561.6000366210938,465.6000061035156,37.20000076293945,248.496337890625,0.000695930328220129,1
179,384.0,394.8000183105469,37.20000076293945,98.05452728271484,0.0006084330379962921,1
180,452.4000244140625,375.6000061035156,37.20000076293945,35.66816711425781,0.0006639068596996367,1
181,486.0000305175781,404.4000244140625,37.20000076293945,83.55103302001953,0.0006168698309920728,1
182,465.6000061035156,387.6000061035156,37.20000076293945,31.4193115234375,0.0006068357033655047,1
183,428.4000244140625,370.8000183105469,37.20000076293945,85.41557312011719,0.0006029161741025746,1
184,428.4000244140625,356.4000244140625,37.20000076293945,260.3181457519531,0.0005663462798111141,1
185,237.60000610351562,596.4000244140625,37.20000076293945,181.99932861328125,0.000596693018451333,1
186,402.0000305175781,517.2000122070312,37.20000076293945,94.51688385009766,0.0005334566230885684,1
187,354.0,363.6000061035156,37.20000076293945,225.5567626953125,0.0006008858908899128,1
188,517.2000122070312,391.20001220703125,37.20000076293945,265.33245849609375,0.0005595610127784312,1
189,486.0000305175781,390.0000305175781,37.20000076293945,318.67742919921875,0.0005924699944444001,1
190,430.8000183105469,426.0000305175781,37.20000076293945,85.8557357788086,0.000575132027734071,1
191,531.6000366210938,373.20001220703125,37.20000076293945,272.1160888671875,0.0005493783392012119,1
192,488.4000244140625,372.0,37.20000076293945,307.3068542480469,0.0005493257776834071,1
193,495.6000061035156,399.6000061035156,37.20000076293945,307.7444152832031,0.000595539400819689,1
194,387.6000061035156,374.4000244140625,37.20000076293945,116.09413146972656,0.0006048448267392814,1
195,373.20001220703125,382.8000183105469,37.20000076293945,131.136474609375,0.0005346232210285962,1
196,340.8000183105469,418.8000183105469,37.20000076293945,119.62542724609375,0.0005444929702207446,1
197,531.6000366210938,376.8000183105469,37.20000076293945,272.3407287597656,0.0005270758992992342,1
198,517.2000122070312,396.0000305175781,37.20000076293945,284.47735595703125,0.0005233468837104738,1
199,433.20001220703125,350.4000244140625,37.20000076293945,279.04388427734375,0.0005212468677200377,1
200,396.0000305175781,501.1200256347656,44.6400032043457,154.6079864501953,0.0009846186731010675,2
201,344.1600036621094,401.760009765625,44.6400032043457,115.03355407714844,0.0011575171956792474,2
202,370.08001708984375,401.760009765625,44.6400032043457,88.80614471435547,0.001242847298271954,2
203,410.4000244140625,401.760009765625,44.6400032043457,67.4111099243164,0.001341386465355754,2
204,408.96002197265625,404.6400146484375,44.6400032043457,84.9923324584961,0.0015743238618597388,2
205,440.6400146484375,367.20001220703125,44.6400032043457,347.51898193359375,0.0015390323242172599,2
206,434.8800048828125,408.96002197265625,44.6400032043457,93.90131378173828,0.0014265142381191254,2
207,514.0800170898438,408.96002197265625,44.6400032043457,327.7675476074219,0.0011484037386253476,2
208,514.0800170898438,411.84002685546875,44.6400032043457,318.8686828613281,0.0012778639793395996,2
209,495.3600158691406,411.84002685546875,44.6400032043457,131.8874969482422,0.0013729078928008676,2
210,434.8800048828125,406.08001708984375,44.6400032043457,101.84506225585938,0.0015422272263094783,2
211,440.6400146484375,436.32000732421875,44.6400032043457,89.09848022460938,0.0011340284254401922,2
212,358.5600280761719,394.5600280761719,44.6400032043457,108.6087646484375,0.0009742748807184398,2
213,384.4800109863281,396.0000305175781,44.6400032043457,82.62994384765625,0.0006926869391463697,2
214,450.72003173828125,396.0000305175781,44.6400032043457,21.953811645507812,0.0005854935734532773,2
215,476.6400146484375,381.6000061035156,44.6400032043457,306.4302673339844,0.0007364137563854456,2
216,473.760009765625,396.0000305175781,44.6400032043457,280.7850036621094,0.0008781602955423295,2
217,224.6400146484375,626.4000244140625,44.6400032043457,148.44287109375,0.0007333786925300956,2
218,347.0400085449219,396.0000305175781,44.6400032043457,143.7578887939453,0.000524739152751863,2
219,401.760009765625,365.760009765625,44.6400032043457,175.00381469726562,0.0005986039759591222,2
220,375.84002685546875,367.20001220703125,44.6400032043457,213.89364624023438,0.000673280970659107,2
221,437.760009765625,385.9200134277344,44.6400032043457,65.21990966796875,0.0006621768698096275,2
222,414.72003173828125,364.32000732421875,44.6400032043457,270.1741943359375,0.0006960799219086766,2
223,325.44000244140625,394.5600280761719,44.6400032043457,162.0083465576172,0.0007498852792195976,2
224,377.280029296875,364.32000732421875,44.6400032043457,226.1552276611328,0.000695727183483541,2
225,432.0000305175781,349.9200134277344,44.6400032043457,282.1351318359375,0.000533517450094223,2
226,383.0400085449219,400.32000732421875,44.6400032043457,94.97996520996094,0.0006551066762767732,2
227,516.9600219726562,375.84002685546875,44.6400032043457,290.1296081542969,0.0006316205253824592,2
228,473.760009765625,400.32000732421875,44.6400032043457,55.377525329589844,0.0008051472250372171,2
229,400.32000732421875,371.52001953125,44.6400032043457,175.63116455078125,0.0007781966123729944,2
230,372.96002197265625,388.8000183105469,44.6400032043457,108.95775604248047,0.0005481280386447906,2
231,424.8000183105469,377.280029296875,44.6400032043457,115.56864929199219,0.0007349915103986859,2
232,449.280029296875,401.760009765625,44.6400032043457,47.51596450805664,0.000702626071870327,2
233,396.0000305175781,393.1200256347656,44.6400032043457,111.7183609008789,0.0007181224646046758,2
234,443.52001953125,362.8800048828125,44.6400032043457,329.6690368652344,0.0009354980429634452,2
235,288.0,541.4400024414062,44.6400032043457,152.43243408203125,0.0006941524334251881,2
236,413.280029296875,384.4800109863281,44.6400032043457,64.47634887695312,0.0006928704096935689,2
237,336.96002197265625,390.2400207519531,44.6400032043457,141.33905029296875,0.0007063897792249918,2
238,398.8800048828125,387.3600158691406,44.6400032043457,86.17879486083984,0.0005564922466874123,2
239,505.4400329589844,404.6400146484375,44.6400032043457,0.9471732974052429,0.0006279249209910631,2
240,524.1600341796875,419.0400085449219,44.6400032043457,22.15148162841797,0.0006915036938153207,2
241,437.760009765625,390.2400207519531,44.6400032043457,69.19873809814453,0.000865242793224752,2
242,429.1200256347656,355.6800231933594,44.6400032043457,280.09234619140625,0.0005477750091813505,2
243,360.0,390.2400207519531,44.6400032043457,149.33213806152344,0.0006187036633491516,2
244,321.1200256347656,408.96002197265625,44.6400032043457,139.8243865966797,0.0009224135428667068,2
245,452.1600036621094,380.1600036621094,44.6400032043457,359.6196594238281,0.0008242649491876364,2
246,385.9200134277344,380.1600036621094,44.6400032043457,164.05923461914062,0.0006947747897356749,2
247,496.8000183105469,393.1200256347656,44.6400032043457,287.35302734375,0.0005177634884603322,2
248,460.8000183105469,406.08001708984375,44.6400032043457,106.43689727783203,0.0005075008957646787,2
249,531.3600463867188,375.84002685546875,44.6400032043457,270.633056640625,0.0004937715129926801,2
250,532.800048828125,429.1200256347656,44.6400032043457,46.88106155395508,0.0004896248574368656,2
251,452.1600036621094,375.84002685546875,44.6400032043457,345.77899169921875,0.000479509006254375,2
252,423.3600158691406,398.8800048828125,44.6400032043457,87.79883575439453,0.00047918708878569305,2
253,413.280029296875,378.7200012207031,44.6400032043457,77.79442596435547,0.0004704046586994082,2
254,561.6000366210938,465.1200256347656,44.6400032043457,255.8185577392578,0.00045303572551347315,2
255,485.280029296875,404.6400146484375,44.6400032043457,176.99984741210938,0.0004528041463345289,2
256,378.7200012207031,489.6000061035156,44.6400032043457,272.18475341796875,0.00044947341666556895,2
257,387.3600158691406,374.4000244140625,44.6400032043457,208.335693359375,0.00044825091026723385,2
258,516.9600219726562,394.5600280761719,44.6400032043457,310.38421630859375,0.00043853282113559544,2
259,349.9200134277344,383.0400085449219,44.6400032043457,153.46978759765625,0.0004373890988063067,2
260,495.3600158691406,398.8800048828125,44.6400032043457,305.5454406738281,0.0004103133687749505,2
261,430.5600280761719,424.8000183105469,44.6400032043457,99.14144897460938,0.0004046916728839278,2
262,485.280029296875,388.8000183105469,44.6400032043457,329.84130859375,0.0004046166723128408,2
263,372.96002197265625,383.0400085449219,44.6400032043457,268.99969482421875,0.0003987775417044759,2
264,362.8800048828125,375.84002685546875,44.6400032043457,165.15402221679688,0.000394590781070292,2
265,420.4800109863281,416.1600036621094,44.6400032043457,84.02323913574219,0.00039387427386827767,2
266,465.1200256347656,387.3600158691406,44.6400032043457,322.61846923828125,0.00038227628101594746,2
267,483.84002685546875,408.96002197265625,44.6400032043457,116.19889831542969,0.00038076555938459933,2
268,416.1600036621094,358.5600280761719,44.6400032043457,284.9278564453125,0.00037979576154612005,2
269,463.6800231933594,391.6800231933594,44.6400032043457,32.780643463134766,0.00037943272036500275,2
270,515.52001953125,390.2400207519531,44.6400032043457,289.6644592285156,0.00036950455978512764,2
271,472.32000732421875,413.280029296875,44.6400032043457,115.79331970214844,0.000360967154847458,2
272,390.2400207519531,358.5600280761719,44.6400032043457,220.62217712402344,0.00035498684155754745,2
273,332.6400146484375,403.20001220703125,44.6400032043457,142.6673583984375,0.00034595432225614786,2
274,266.4000244140625,616.3200073242188,44.6400032043457,32.20317840576172,0.00034502093330956995,2
275,359.4240417480469,393.9840393066406,53.5680046081543,137.52947998046875,0.0008909659809432924,3
276,224.6400146484375,625.5360717773438,53.5680046081543,148.44139099121094,0.0007432387210428715,3
277,288.5760192871094,540.8640747070312,53.5680046081543,184.0051727294922,0.0006653037271462381,3
278,343.8720397949219,400.8960266113281,53.5680046081543,132.58248901367188,0.0009247998823411763,3
279,395.7120361328125,501.12005615234375,53.5680046081543,179.6072235107422,0.00079340924276039,3
280,473.4720458984375,399.16802978515625,53.5680046081543,299.18536376953125,0.0008497228845953941,3
281,433.72802734375,407.80804443359375,53.5680046081543,82.166748046875,0.0010700668208301067,3
282,437.1840515136719,388.800048828125,53.5680046081543,67.46621704101562,0.0007833322160877287,3
283,440.6400451660156,366.3360290527344,53.5680046081543,347.50115966796875,0.0013559459475800395,3
284,387.072021484375,378.4320373535156,53.5680046081543,126.7530288696289,0.0006992921698838472,3
285,473.4720458984375,395.7120361328125,53.5680046081543,328.9051208496094,0.0007860250188969076,3
286,494.2080383300781,412.9920349121094,53.5680046081543,55.24504089355469,0.0010135421762242913,3
287,378.4320373535156,489.0240478515625,53.5680046081543,278.803955078125,0.00065682950662449,3
288,359.4240417480469,390.5280456542969,53.5680046081543,170.47830200195312,0.0008383108652196825,3
289,514.9440307617188,411.2640380859375,53.5680046081543,12.626078605651855,0.0008110826020129025,3
290,409.5360412597656,400.8960266113281,53.5680046081543,92.1474380493164,0.0007892816793173552,3
291,400.8960266113281,369.7920227050781,53.5680046081543,151.10821533203125,0.0009120629401877522,3
292,369.7920227050781,402.6240234375,53.5680046081543,61.318973541259766,0.000981016200967133,3
293,409.5360412597656,404.35205078125,53.5680046081543,103.33432006835938,0.0009307528962381184,3
294,369.7920227050781,490.7520446777344,53.5680046081543,292.8979187011719,0.0009272071183659136,3
295,440.6400451660156,435.4560546875,53.5680046081543,85.1935043334961,0.0006796746165491641,3
296,400.8960266113281,366.3360290527344,53.5680046081543,241.44158935546875,0.0006558767636306584,3
297,383.61602783203125,399.16802978515625,53.5680046081543,88.20024871826172,0.0005409689038060606,3
298,321.40802001953125,407.80804443359375,53.5680046081543,144.3642120361328,0.0005222916952334344,3
299,411.2640380859375,518.4000244140625,53.5680046081543,87.85179138183594,0.00047498036292381585,3
300,397.4400329589844,392.25604248046875,53.5680046081543,88.4593276977539,0.0006256327615119517,3
301,374.9760437011719,366.3360290527344,53.5680046081543,156.02272033691406,0.0005197371356189251,3
302,400.8960266113281,516.6720581054688,53.5680046081543,87.71074676513672,0.00037589468411169946,3
303,451.008056640625,395.7120361328125,53.5680046081543,16.850011825561523,0.00044271047227084637,3
304,451.008056640625,380.1600341796875,53.5680046081543,17.60599136352539,0.0004828133969567716,3
305,383.61602783203125,395.7120361328125,53.5680046081543,70.24795532226562,0.0005856134812347591,3
306,324.8640441894531,393.9840393066406,53.5680046081543,172.7986297607422,0.00048132031224668026,3
307,463.1040344238281,390.5280456542969,53.5680046081543,356.2961120605469,0.0003772754280362278,3
308,516.6720581054688,390.5280456542969,53.5680046081543,277.1828918457031,0.0003669660072773695,3
309,414.72003173828125,362.8800354003906,53.5680046081543,180.28680419921875,0.0005070214392617345,3
310,476.92803955078125,378.4320373535156,53.5680046081543,311.58367919921875,0.000587073212955147,3
311,516.6720581054688,393.9840393066406,53.5680046081543,264.3568115234375,0.00044141351827420294,3
312,387.072021484375,374.9760437011719,53.5680046081543,234.7608642578125,0.0004687208856921643,3
313,523.5840454101562,418.176025390625,53.5680046081543,55.572959899902344,0.00036224519135430455,3
314,565.0560302734375,478.6560363769531,53.5680046081543,27.066734313964844,0.00045452755875885487,3
315,430.27203369140625,349.0560302734375,53.5680046081543,296.191650390625,0.00036344368709251285,3
316,561.6000366210938,464.83203125,53.5680046081543,287.64825439453125,0.00037534505827352405,3
317,425.0880432128906,376.70404052734375,53.5680046081543,86.02243041992188,0.0005197140853852034,3
318,373.248046875,383.61602783203125,53.5680046081543,213.22384643554688,0.0005096488166600466,3
319,412.9920349121094,383.61602783203125,53.5680046081543,88.46836853027344,0.0005688283126801252,3
320,428.5440368652344,354.2400207519531,53.5680046081543,304.26104736328125,0.0004283743037376553,3
321,495.93603515625,393.9840393066406,53.5680046081543,310.2455749511719,0.0004591343167703599,3
322,395.7120361328125,509.7600402832031,53.5680046081543,107.4735107421875,0.0005940193077549338,3
323,459.6480407714844,407.80804443359375,53.5680046081543,99.92784881591797,0.00044632007484324276,3
324,336.96002197265625,388.800048828125,53.5680046081543,198.30404663085938,0.0004366193024907261,3
325,426.8160400390625,369.7920227050781,53.5680046081543,338.4820251464844,0.00042488847975619137,3
326,449.280029296875,400.8960266113281,53.5680046081543,80.72305297851562,0.0006223656237125397,3
327,371.5200500488281,387.072021484375,53.5680046081543,116.07244110107422,0.0004798123554792255,3
328,412.9920349121094,378.4320373535156,53.5680046081543,339.9697570800781,0.00036112655652686954,3
329,402.6240234375,350.7840270996094,53.5680046081543,284.141845703125,0.0003562690981198102,3
330,483.8400573730469,407.80804443359375,53.5680046081543,76.83353424072266,0.00035286243655718863,3
331,399.16802978515625,387.072021484375,53.5680046081543,56.000144958496094,0.000348695000866428,3
332,532.2240600585938,428.5440368652344,53.5680046081543,47.85019302368164,0.0003409309429116547,3
333,485.56805419921875,404.35205078125,53.5680046081543,348.7323913574219,0.00033972057281062007,3
