Metodo,Umbral_Inferior,Umbral_Superior,Fecha_Analisis,Dimensiones_Imagen,Magnitud_Media,Magnitud_Mediana,Magnitud_Std,Magnitud_Min,Magnitud_Max,Magnitud_Percentil_25,Magnitud_Percentil_75,Magnitud_Percentil_90,Magnitud_Percentil_95,Direccion_Media,Direccion_Std,Direccion_Min,Direccion_Max,Pixeles_Borde,Porcentaje_Bordes,Densidad_Bordes,Intensidad_Bordes_Media,Intensidad_Bordes_Std,Num_Componentes_Conexas,Relacion_Aspecto,Area_Total
Canny,100,200,2025-10-27T22:22:57.506804,"(768, 768)",27.19828734562356,16.1245154965971,36.07143353457113,0.0,386.566941162847,7.615773105863909,32.64965543462902,57.0087712549569,86.57944328765345,4.976188089850415,100.15031315507657,-179.74759731771084,180.0,17586,2.9815673828125,0.029815673828125,153.86551802570227,43.56625780296405,618,1.0,589824
