Imagen,Ruta,Dimensiones,Fecha_Analisis,Media,Varianza,Desviación_Estándar,Entropía,Contraste,Disimilitud,Homogeneidad,Energía,Correlación,Media_GLCM,Desviación_Estándar_GLCM,Entropía_GLCM,LBP_Entropía,LBP_Uniformidad,LBP_Contraste,LBP_Homogeneidad,LBP_Disimilitud,LBP_Correlación,LBP_Media_Imagen,LBP_Varianza_Imagen,LBP_Desviación_Imagen,LBP_Porcentaje_Uniformes,LBP_Radio,LBP_Puntos,LBP_Método
sombrero4.jpg,./images\sombrero4.jpg,"(768, 768, 3)",2025-10-27T22:17:51.488173,116.09556749131944,4323.245627596789,65.75139259055118,7.8116646,86.68576290966459,4.400020119145913,0.3621729147587503,0.023365050498970173,0.989979320214293,1.5258789062499998e-05,9.045417916607295e-05,47.95232984693983,2.806487018829962,0.18210521768088683,4.07571455494811,0.5186097169184258,1.5252824789947932,1.0,4.931325276692708,4.075714554948111,2.018839903248425,83.20753309461804,1,8,uniform
