Metodo,Umbral_Inferior,Umbral_Superior,Fecha_Analisis,Dimensiones_Imagen,Magnitud_Media,Magnitud_Mediana,Magnitud_Std,Magnitud_Min,Magnitud_Max,Magnitud_Percentil_25,Magnitud_Percentil_75,Magnitud_Percentil_90,Magnitud_Percentil_95,Direccion_Media,Direccion_Std,Direccion_Min,Direccion_Max,Pixeles_Borde,Porcentaje_Bordes,Densidad_Bordes,Intensidad_Bordes_Media,Intensidad_Bordes_Std,Num_Componentes_Conexas,Relacion_Aspecto,Area_Total
Canny,50,120,2025-10-27T21:53:55.722978,"(400, 400)",27.190629311114684,8.602325267042627,61.4468916232998,0.0,489.7999591670052,5.656854249492381,13.038404810405298,62.369864518050704,172.18594600024707,8.43829575652361,103.5314870279399,-179.84388109614173,180.0,8704,5.4399999999999995,0.0544,100.1060431985294,65.37496583809963,309,1.0,160000
