Metodo,Kernel_Size,Direccion_Analizada,Umbral_Otsu_Calculado,Fecha_Analisis,Dimensiones_Imagen,Magnitud_Media,Magnitud_Mediana,Magnitud_Std,Magnitud_Min,Magnitud_Max,Magnitud_Percentil_25,Magnitud_Percentil_75,Magnitud_Percentil_90,Magnitud_Percentil_95,Gradiente_X_Media,Gradiente_X_Std,Gradiente_X_Min,Gradiente_X_Max,Gradiente_Y_Media,Gradiente_Y_Std,Gradiente_Y_Min,Gradiente_Y_Max,Direccion_Media,Direccion_Std,Direccion_Min,Direccion_Max,Pixeles_Borde,Porcentaje_Bordes,Densidad_Bordes,Intensidad_Bordes_Media,Intensidad_Bordes_Std,Num_Componentes_Conexas,Respuesta_Sobel_Media,Respuesta_Sobel_Max,Respuesta_Sobel_Std,Relacion_Aspecto,Area_Total
Sobel_ambas,3,ambas,62.0,2025-10-27T21:53:55.853960,"(400, 400)",52.63601701054425,31.78049716414141,95.75122440870246,0.0,1015.2635125916818,20.0,46.69047011971501,65.80273550544841,121.6601805777548,-0.11489375,70.30662481712666,-762.0,902.0,0.07311875,83.64094226154077,-855.0,851.0,3.2682000330504253,104.03813632952482,-179.91435614822043,180.0,6761,4.225625,0.04225625,114.40408223635556,68.63270262595435,79,52.63601701054425,1015.2635125916818,95.75122440870246,1.0,160000
